date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
09-02-2020 18.56,darren678ryan,michael94507736,0,0,0,Dont confuse #EU with facts.... #Ireland is 5 times the size of #littleBritain. #GeneralElection #GE20 #SinnFéin #GE2020 ,,,#EU #Ireland #littleBritain #GeneralElection #GE20 #SinnF #GE2020,1226580693389640000.00,https://twitter.com/darren678ryan/status/1226580693389643779
09-02-2020 18.55,DundalksNews,,0,0,0,The first count is about to be announced #Louth #GE20 #GE2020,,,#Louth #GE20 #GE2020,1226580276781990000.00,https://twitter.com/DundalksNews/status/1226580276781998081
09-02-2020 18.54,eoinhennessy,,0,0,2,"Analysts and experts trying to work out where Sinn Féin surplus transfers go is unique. Our PR system shows how democratic it is, no matter what party affiliation you have. #GeneralElection2020 #GE20 #GE2020",,,#GeneralElection2020 #GE20 #GE2020,1226580261640510000.00,https://twitter.com/eoinhennessy/status/1226580261640511488
09-02-2020 18.53,stonking,,0,0,1,#ge2020 #Ireland #Togh2020 #Elections2020 #Election2020 #Dublin #ge20 #finegael https://twitter.com/TVsCarlKinsella/status/1226576942213816325,,,#ge2020 #Ireland #Togh2020 #Elections2020 #Election2020 #Dublin #ge20 #finegael,1226579778288790000.00,https://twitter.com/stonking/status/1226579778288799744
09-02-2020 18.52,Bitter_lemons,newschambers,0,0,3,"""Those are my principles, and if you don't like them... well, I have others."" Michéal Martin is a Groucho Marxist. #GE2020 #GE20 #GeneralElection2020",,,#GE2020 #GE20 #GeneralElection2020,1226579732587790000.00,https://twitter.com/Bitter_lemons/status/1226579732587798528
09-02-2020 18.51,BrianFlanagan1,,0,1,3,"If @sinnfeinireland had run more candidates and contested more seats, then @FineGael &amp; @LeoVaradkar could have almost conceded defeat to #SF by now. Such is the scale of their performance. But hindsight is a wonderful thing! @rtenews #GE20 #GE2020",,#NAME?,#SF #GE20 #GE2020,1226579380857710000.00,https://twitter.com/BrianFlanagan1/status/1226579380857712642
09-02-2020 18.49,TomReil59067234,sweenboy45,1,0,0,How does anyone vote for that Muppet? #PatrickODonovan #GE20 #ge2020 #limerick #FineGael,,,#PatrickODonovan #GE20 #ge2020 #limerick #FineGael,1226578911477280000.00,https://twitter.com/TomReil59067234/status/1226578911477280778
09-02-2020 18.49,JohnHedges109,,0,0,2,Remember that some pundits were predicting that 14 seats (Sunday teatime tally) would be the *total number of seats* for @sinnfeinireland at the close of #GE20 #GE2020 – seismic election shock to the system. ,,#NAME?,#GE20 #GE2020,1226578859845390000.00,https://twitter.com/JohnHedges109/status/1226578859845390336
09-02-2020 18.48,jamescosullivan,,2,0,8,TELL US THE QUOTA BEFORE READING THE COUNT!!!!!!! #GeneralElection2020 #GE2020 #GE20,,,#GeneralElection2020 #GE2020 #GE20,1226578729687810000.00,https://twitter.com/jamescosullivan/status/1226578729687814145
09-02-2020 18.48,Kainyewest,,0,0,1,"When you tell Iasc, Finton and Diermot to head down to phibblestown as you're about to be elected and there'll be some serious horseplay but you still don't get in. #GE2020 #GE20 ",,,#GE2020 #GE20,1226578550230310000.00,https://twitter.com/Kainyewest/status/1226578550230310912
09-02-2020 18.47,CorkSouthWestFF,,0,0,0,1st Count Done #GE2020 #GeneralElection2020 #GE20 #election2020 #Clonakilty #CorkSW @RTEcorkSTHWEST,,#NAME?,#GE2020 #GeneralElection2020 #GE20 #election2020 #Clonakilty #CorkSW,1226578433444060000.00,https://twitter.com/CorkSouthWestFF/status/1226578433444065280
09-02-2020 18.45,PanelPowerIrl,,0,0,0,@FineGael doing well so far.🤣 #LeosLadder #GE20🇮🇪 #GE2020 ,,#NAME?,#LeosLadder #GE20 #GE2020,1226577755015460000.00,https://twitter.com/PanelPowerIrl/status/1226577755015467010
09-02-2020 18.44,SouthernStarIRL,,0,0,1,Cheers to Barry and the gang next to us for the Caramel cake bars! @barrycummins12 @RTEcorkNTHWEST #GE2020 #GE20 #SSGE20,,#NAME?,#GE2020 #GE20 #SSGE20,1226577690309860000.00,https://twitter.com/SouthernStarIRL/status/1226577690309865473
09-02-2020 18.41,shannonsidenews,,0,0,1,First count here from #SligoLeitrim expected within an hour or so #GE20 #GE2020 ,,,#SligoLeitrim #GE20 #GE2020,1226576917060600000.00,https://twitter.com/shannonsidenews/status/1226576917060608006
09-02-2020 18.38,Noelito40,,0,2,0,"You get the impression that #SinnFein voters are like (us) #Liverpool fans..You've always known we existed, but have had to keep schtum for ages, but now that we are winners, we are going to be insufferable!! 😂😂 #GE2020 #ge20 #Elections2020 #Election2020 #YNWA",,,#SinnFein #Liverpool #GE2020 #ge20 #Elections2020 #Election2020 #YNWA,1226576044536350000.00,https://twitter.com/Noelito40/status/1226576044536352768
09-02-2020 18.35,BaldPolitiKs,,0,0,1,"Shinners beat Varadkar by 4,000 1st preferences - Mr Donnelly secured 12,456 votes compared to Mr Varadkar's 8,478. #GeneralElection2020 #GE20 #ge2020",,,#GeneralElection2020 #GE20 #ge2020,1226575287699270000.00,https://twitter.com/BaldPolitiKs/status/1226575287699279872
09-02-2020 18.31,Bitter_lemons,,1,5,9,"It's funny to see so many political correspondents, commentators and journalists trying to reposition themselves after their disgraceful campaign against the progressive parties over the last few weeks. No journalistic ethics, and no principles. #GE2020 #GE20",,,#GE2020 #GE20,1226574326620720000.00,https://twitter.com/Bitter_lemons/status/1226574326620721153
09-02-2020 18.30,CorkSouthWestFF,,1,0,2,"1st Count Done with a Hour in #corkNorthwest with 47,000 votes. #corksouthwest 44,000 Votes. Still waiting here ?? #GE2020 #GeneralElection2020 #GE20 #election2020 #Clonakilty #CorkSW @RTEcorkSTHWEST",,#NAME?,#corkNorthwest #corksouthwest #GE2020 #GeneralElection2020 #GE20 #election2020 #Clonakilty #CorkSW,1226574057971250000.00,https://twitter.com/CorkSouthWestFF/status/1226574057971253248
09-02-2020 18.28,LetsBlameLeo,,0,1,2,"Well.... To be fair, they did always say their day would come 🤷🏻‍♂️🇮🇪 #GE2020 #GE20 #Elections2020 #KildareSouth #SundayMorning #SinnFein",,,#GE2020 #GE20 #Elections2020 #KildareSouth #SundayMorning #SinnFein,1226573624523480000.00,https://twitter.com/LetsBlameLeo/status/1226573624523489280
09-02-2020 18.28,nialloloughlin,,0,0,5,Have you seen this woman? #GE2020 #SinnFein #marylou #leovaradkar #FineGael #FiannaFail #election #Elections2020 #GE20 ,,,#GE2020 #SinnFein #marylou #leovaradkar #FineGael #FiannaFail #election #Elections2020 #GE20,1226573534614490000.00,https://twitter.com/nialloloughlin/status/1226573534614491144
09-02-2020 18.27,WhistleIRL,philipoconnor,4,17,59,#RTE &amp; Terry Prone - where to begin?!? #GeneralElection2020 #GE2020 #GE20 #D4orbes Jon Williams,,,#RTE #GeneralElection2020 #GE2020 #GE20 #D4orbes,1226573345908490000.00,https://twitter.com/WhistleIRL/status/1226573345908498433
09-02-2020 18.27,DarraghC81,,0,0,2,Beware the risen people! Ye that have harried and held. Ye that have bullied and bribed. #GE20 #GE2020 #,,,#GE20 #GE2020,1226573267617610000.00,https://twitter.com/DarraghC81/status/1226573267617615873
09-02-2020 18.26,Kainyewest,,0,0,0,#GE20 #GE2020 #SinnFein https://twitter.com/FineGael/status/1223621450227159042,,,#GE20 #GE2020 #SinnFein,1226573058116390000.00,https://twitter.com/Kainyewest/status/1226573058116390912
09-02-2020 18.25,PanelPowerIrl,,0,0,0,"Step down from the ladder Leo, don't do it. Fall on your sword instead.🤣 #HeadsWillRoll #FG #WhereAreWeNow #GE20🇮🇪 #GE2020 ",,,#HeadsWillRoll #FG #WhereAreWeNow #GE20 #GE2020,1226572778175970000.00,https://twitter.com/PanelPowerIrl/status/1226572778175975424
09-02-2020 18.24,OxfordDiplomat,,38,27,205,"It would be a dream come through to see this man (Audience #BBCQT member) discuss Ireland’s #GE20. I have many dreams, but this is one of them. #GE2020 #IrelandElection #BBCQT",,,#BBCQT #GE20 #GE2020 #IrelandElection #BBCQT,1226572596105400000.00,https://twitter.com/OxfordDiplomat/status/1226572596105400320
09-02-2020 18.22,IrishEndaC,VisitDublin,0,0,0,"Imagine, we'll be free from election posters soon so we can enjoy view's like this again!!! #GE20 #GE2020",,,#GE20 #GE2020,1226572145528120000.00,https://twitter.com/IrishEndaC/status/1226572145528123392
09-02-2020 18.22,MimDonovan,,0,0,2,"There would be nothing 'grown up' about forming a coalition with either FF or FG for @sinnfeinireland. That's not why people voted for you. It would be the fastest way to permanent electoral purdah. Ask Labour, Greens and PDs. #GE20 #GE2020 @MaryLouMcDonald",,#NAME?,#GE20 #GE2020,1226572083632700000.00,https://twitter.com/MimDonovan/status/1226572083632705536
09-02-2020 18.21,1paulmcel,blackcoffeecup,1,0,0,That's because @MurphyEoghan BLOCKED you! So much for free speech. #GE2020 #GE20 ,,#NAME?,#GE2020 #GE20,1226571838408570000.00,https://twitter.com/1paulmcel/status/1226571838408577029
09-02-2020 18.18,ryan_padraic,,0,0,1,This returning officer in #dubsw has some voice. #GE20 #Election2020 #GE2020,,,#dubsw #GE20 #Election2020 #GE2020,1226571132641460000.00,https://twitter.com/ryan_padraic/status/1226571132641464320
09-02-2020 18.17,PanelPowerIrl,,1,0,0,"All of @FineGael &amp; especially @LeoVaradkar, looking down from his penthouse, at Coolmine train station, should listen to this David Bowie tune. #WhereAreWeNow #Bowie #FG #GE20🇮🇪 #GE2020 ",,#NAME?,#WhereAreWeNow #Bowie #FG #GE20 #GE2020,1226570888461600000.00,https://twitter.com/PanelPowerIrl/status/1226570888461606914
09-02-2020 18.16,DundalksNews,,0,0,3,"Adjudication of doubtful votes finished in #Louth, votes are currently being distributed. #GE2020 #GE20 First result is very close!!!!!!!",,,#Louth #GE2020 #GE20,1226570655489020000.00,https://twitter.com/DundalksNews/status/1226570655489024004
09-02-2020 18.16,janafoxe,,0,0,4,"I’m real proud of how far our homeboy Eamo has taken the Green Party I remember back in the day the Green Party was just a sentient recycling symbol with arms, legs and googly eyes ♻️👀 #wantgreenvotegreen #dubbs #ge20 #ge2020",,,#wantgreenvotegreen #dubbs #ge20 #ge2020,1226570554439860000.00,https://twitter.com/janafoxe/status/1226570554439864320
09-02-2020 18.14,thesecondgoing,,0,0,2,"Great day for #Mayo. @conwaywalsh elected, @MayoGAA win BUT then #MichaelRing..... Will someone in FG please just have a word in his ear? Such a Gobshite 😊 #GE2020 #GE20",,#NAME?,#Mayo #MichaelRing #GE2020 #GE20,1226570174582660000.00,https://twitter.com/thesecondgoing/status/1226570174582665217
09-02-2020 18.13,Lil2380,,0,0,0,#GE2020 #GE20 ,,,#GE2020 #GE20,1226569720301790000.00,https://twitter.com/Lil2380/status/1226569720301793280
09-02-2020 18.12,uns0ciable1,VirginMediaNews,0,0,2,A skidmark on the underpants of Ireland #GE20 #GE2020 ,,,#GE20 #GE2020,1226569622255740000.00,https://twitter.com/uns0ciable1/status/1226569622255742976
09-02-2020 18.12,ericnolanhere,,3,3,8,Fianna Fáil Fine Gael coalition looking more and more likely. They will have to choose between that and an immediate election which Sinn Fein would presumably win. It’s Sinn Fein now or Sinn Fein later it seems. #GE20 #GE2020,,,#GE20 #GE2020,1226569487392160000.00,https://twitter.com/ericnolanhere/status/1226569487392165890
09-02-2020 18.11,sociallysolved1,,0,0,0,I must say watching the counts come in for #GE2020 are interesting......not sure if it is good or bad 🤔 just going to say interesting 🤔 #GE20 ,,,#GE2020 #GE20,1226569297151110000.00,https://twitter.com/sociallysolved1/status/1226569297151119361
09-02-2020 18.10,Seanhanley94Me,,0,0,4,"Well done @rtenews let's cement the fact we want to portray @sinnfeinireland as the IRA by showing the one line of ""come out ye black and tans"" that mentions the IRA as our clip of them as they celebrate one of the candidates being elected. #GE2020 #GE20",,#NAME?,#GE2020 #GE20,1226569113079860000.00,https://twitter.com/Seanhanley94Me/status/1226569113079865344
09-02-2020 18.10,RTEmeathEAST,,1,1,7,"Excitement is building here in Ashbourne, with Sinn Féin supporters ahead of the second count. #MeathEast #GE20 #GE2020 ",,,#MeathEast #GE20 #GE2020,1226568982813160000.00,https://twitter.com/RTEmeathEAST/status/1226568982813167621
09-02-2020 18.07,WhistleIRL,janeymcd23,1,9,25,"Hear that, Mehole?!? Fianna Fail #GeneralElection2020 #GE20 #GE2020 @JMcGuinnessTD",,#NAME?,#GeneralElection2020 #GE20 #GE2020,1226568384122350000.00,https://twitter.com/WhistleIRL/status/1226568384122359809
09-02-2020 18.06,EamonReilly_com,,0,1,1,a lot of #Shinnerbots on Twitter today. More than usual even. And that’s saying something #GE20 #GE2020,,,#Shinnerbots #GE20 #GE2020,1226568066135460000.00,https://twitter.com/EamonReilly_com/status/1226568066135461888
09-02-2020 18.06,SNiUallachain,,1,2,1,"Torthaí ón gcéad chomhaireamh i mBÁC Thiar Thuaidh; Dessie Ellis tofa, farasbarr 6278 le scaipeadh @RTERnaG #togh2020 #GE20 #ge2020 ",,#NAME?,#togh2020 #GE20 #ge2020,1226568059906850000.00,https://twitter.com/SNiUallachain/status/1226568059906859010
09-02-2020 18.06,PanelPowerIrl,IrishTimes,0,0,1,Big of #FF's Mihole Martian👾 to offer himself up to serve as Tánaiste under a #SF Taoiseach @MaryLouMcDonald. How the worm turns #MaryLouMcDonald #MaryLou #Mihole #YesMinister😂 #GE20🇮🇪 #GE2020 ,,#NAME?,#FF #SF #MaryLouMcDonald #MaryLou #Mihole #YesMinister #GE20 #GE2020,1226568020333600000.00,https://twitter.com/PanelPowerIrl/status/1226568020333600769
09-02-2020 18.05,Immikesheridan,,1,0,21,"In awe of all the hardworking journalists, online and on broadcast, who have been covering the election so well. Switched from station to station today and checked twitter while in the gym and it was all superb 👏👏 #GE20 #GE2020",,,#GE20 #GE2020,1226567879434400000.00,https://twitter.com/Immikesheridan/status/1226567879434407936
09-02-2020 18.02,RTEmeathEAST,,0,0,8,"Vice President of Sinn Féin, Michelle O’Neill has arrived at the count centre and talks to Darren O’Rourke’s son Art. #MeathEast #GE2020 #GE20 ",,,#MeathEast #GE2020 #GE20,1226567045233410000.00,https://twitter.com/RTEmeathEAST/status/1226567045233414146
09-02-2020 18.02,WhistleIRL,WesternPeople,0,4,8,Fair play to @conwaywalsh! Tnx @wickedfairysad #GeneralElection2020 #GE20 #GE2020 #RTEbias,,#NAME?,#GeneralElection2020 #GE20 #GE2020 #RTEbias,1226567019325240000.00,https://twitter.com/WhistleIRL/status/1226567019325247490
09-02-2020 18.01,Hanelizaa,,1,2,5,".@sinnfeinireland leader Mary Lou McDonald has stormed ahead in Dublin Central, elected with more than 11,000 votes #GE2020 #GE20 ",,#NAME?,#GE2020 #GE20,1226566712239230000.00,https://twitter.com/Hanelizaa/status/1226566712239239168
09-02-2020 18.01,HNow33,,0,0,1,#GE2020 #GE20 ,,,#GE2020 #GE20,1226566710636890000.00,https://twitter.com/HNow33/status/1226566710636896258
09-02-2020 17.59,PierceOCinneide,,0,0,2,#GE20 - #ExitPolls - #tally #CorkNorthCentral Huge congrats to #SinnFéin @ThomasGouldSF and his family in #CNC for topping the polls in the #GE2020 Not a big #SinnFein fan but people shouldnt forget the hardwork done by @JOBrien_SF in recent years..👍,,#NAME?,#GE20 #ExitPolls #tally #CorkNorthCentral #SinnF #CNC #GE2020 #SinnFein,1226566393660870000.00,https://twitter.com/PierceOCinneide/status/1226566393660870658
09-02-2020 17.59,politics_eu,,0,0,0,Ireland national parliament election: 12/120 seats declared: SF-LEFT: 10 Greens-G/EFA: 1 Ceann Comhairle: 1 #GE2020 #GE20 #Ireland,,,#GE2020 #GE20 #Ireland,1226566340816850000.00,https://twitter.com/politics_eu/status/1226566340816855040
09-02-2020 17.58,MimDonovan,philipoconnor,1,1,2,Eoghan Murphy's psychotic belief in corporate welfare for developers and vulture funds persists. @FineGael should really get him off the stage. #GE20 #GE2020 ,,#NAME?,#GE20 #GE2020,1226566171551550000.00,https://twitter.com/MimDonovan/status/1226566171551551488
09-02-2020 17.58,shannonsidenews,,0,1,1,"#greenparty’s Bláithín Gallagher has arrived in #Sligo. She’s currently on 3%, with 1,778 first preference votes. #SligoLeitrim #GE2020 #GE20 ",,,#greenparty #Sligo #SligoLeitrim #GE2020 #GE20,1226566127544910000.00,https://twitter.com/shannonsidenews/status/1226566127544913920
09-02-2020 17.58,Noelito40,,0,0,3,"Who was it who said that Fianna Fail was Ireland's Labour?...well he was wrong, it's Sinn Fein! #GE2020 #ge20 #Election2020 #SinnFein",,,#GE2020 #ge20 #Election2020 #SinnFein,1226565983923560000.00,https://twitter.com/Noelito40/status/1226565983923560448
09-02-2020 17.57,mullichain,,0,2,8,"Election over, Storm Ciara passed us by See you Down at The Mullichain Cafe Open 11am-5pm for the weekends in February R95XY93 just key 🗝 in the postal code Home of Odlums Looking forward to meeting this years Carlow Roses #GE20 #GE2020 ",,,#GE20 #GE2020,1226565769661700000.00,https://twitter.com/mullichain/status/1226565769661702145
09-02-2020 17.57,RachelLysaght3,,0,0,1,"@sinnfeinireland Thomas Gould, elected. #ge20 #GeneralElection #SinnFein #GE2020 1st seat in North Cork Central... reporting with @NewstalkFM",,#NAME?,#ge20 #GeneralElection #SinnFein #GE2020,1226565712644380000.00,https://twitter.com/RachelLysaght3/status/1226565712644386816
09-02-2020 17.56,1paulmcel,SarahAMcInerney,0,0,0,Can't beat a good piece of humble pie! This is his last chance to be Taoiseach....will he give it up? #GE20 #GE2020,,,#GE20 #GE2020,1226565665999450000.00,https://twitter.com/1paulmcel/status/1226565665999458307
09-02-2020 17.53,Hanelizaa,,1,1,6,.@greenparty_ie leader Eamon Ryan admits Mary Lou McDonald has already been in touch since he got elected - could she be trying to get the Greens on side? #GE20 #GE2020 ,,#NAME?,#GE20 #GE2020,1226564851369110000.00,https://twitter.com/Hanelizaa/status/1226564851369115649
09-02-2020 17.52,mullichain,,0,0,5,"Election over, Storm Ciara passed us by See you Down at The Mullichain Cafe Open 11am-5pm for the weekends in February R95XY93 just key 🗝 in the postal code Home of Odlums Looking forward to meeting this years Carlow Roses #GE2020 #GE20 ",,,#GE2020 #GE20,1226564617813570000.00,https://twitter.com/mullichain/status/1226564617813577730
09-02-2020 17.52,DollyWh72057454,Philip_Ryan,1,0,0,Michael O’Regan rises like Lazarus looking hale and hearty says numbers are necessity. But what about this? #GE20 #GE2020 #Election2020,,,#GE20 #GE2020 #Election2020,1226564615833870000.00,https://twitter.com/DollyWh72057454/status/1226564615833870336
09-02-2020 17.51,WhistleIRL,AddressingLife,4,6,34,#ByeByeLeo :-) #GeneralElection2020 #GE20 #GE2020 #RTEbias #rtept,,,#ByeByeLeo #GeneralElection2020 #GE20 #GE2020 #RTEbias #rtept,1226564302036970000.00,https://twitter.com/WhistleIRL/status/1226564302036971520
09-02-2020 17.51,theelusivegoose,,0,0,5,The brass neck of Eoghan Murphy. #GE2020 #GE20 #GeneralElection2020,,,#GE2020 #GE20 #GeneralElection2020,1226564284752300000.00,https://twitter.com/theelusivegoose/status/1226564284752302083
09-02-2020 17.50,Hanelizaa,,1,0,0,Not the best day Labour here in the RDS. Joe Costello has certainly had better elections #GE2020 #GE20 #GENERALELECTION2020,,,#GE2020 #GE20 #GENERALELECTION2020,1226564058117210000.00,https://twitter.com/Hanelizaa/status/1226564058117214208
09-02-2020 17.50,FintanMusicIRL,,0,0,1,Fine Gael candidates turning up to the count centres! #GE2020 #GE20 #GeneralElection,,,#GE2020 #GE20 #GeneralElection,1226564052421360000.00,https://twitter.com/FintanMusicIRL/status/1226564052421369856
09-02-2020 17.49,TomReil59067234,DubRentWatch,0,0,1,#Mayo is the redneck capital of #Ireland voting for that tosser #MichaelRing 🙈🙈🙈 #GE20 #ge2020 #rtept #Westport,,,#Mayo #Ireland #MichaelRing #GE20 #ge2020 #rtept #Westport,1226563892287070000.00,https://twitter.com/TomReil59067234/status/1226563892287070214
09-02-2020 17.48,CriostoirMcCaba,,0,0,5,Sinn Fein could have ran two candidates in wexford. Mythen has a 6200 surplus. #GE2020 #GE20 #,,,#GE2020 #GE20,1226563601105920000.00,https://twitter.com/CriostoirMcCaba/status/1226563601105924096
09-02-2020 17.47,Eoin_Dineen,,0,0,0,SF have surpluses coming out their ears #GE20 #GE2020,,,#GE20 #GE2020,1226563172460640000.00,https://twitter.com/Eoin_Dineen/status/1226563172460646402
09-02-2020 17.46,Noelito40,,0,0,0,#GE2020 #GE20,,,#GE2020 #GE20,1226563093636970000.00,https://twitter.com/Noelito40/status/1226563093636972551
09-02-2020 17.46,Tcurran0,RTEdublinWEST,0,1,2,And for that reason.... He's out...... #GE20 #GE2020 #DragonsDen,,,#GE20 #GE2020 #DragonsDen,1226562924296260000.00,https://twitter.com/Tcurran0/status/1226562924296261633
09-02-2020 17.45,DollyWh72057454,,0,0,1,"Conor Lenihan, late of Moscow, would like to send Micheal to the Gulag and let him get on with some lucrative lobbying. God, we miss Brian. #GE20 #GE2020 #Election2020",,,#GE20 #GE2020 #Election2020,1226562847938950000.00,https://twitter.com/DollyWh72057454/status/1226562847938957314
09-02-2020 17.45,BrianFlanagan1,,0,0,1,The initial eliminations are unlikely to make any significant differences to constituency results. The big changes will happen when candidates with 2k+ results are eliminated and their votes redistributed. Could be a very long & exciting night! #GE20 #GE2020 #Election2020,,,#GE20 #GE2020 #Election2020,1226562775683560000.00,https://twitter.com/BrianFlanagan1/status/1226562775683563522
09-02-2020 17.45,PanelPowerIrl,,0,0,3,Scarlet for Aunt Sally😳 #ReginaDoNothing #ReginaDoherty🤣 #GE20🇮🇪 #GE2020 https://twitter.com/KaceyORiordan/status/1226554694681735171,,,#ReginaDoNothing #ReginaDoherty #GE20 #GE2020,1226562754179410000.00,https://twitter.com/PanelPowerIrl/status/1226562754179411968
09-02-2020 17.44,Hanelizaa,,1,0,0,.@cllrdessieellis gets hoisted as he's next to be elected here in the RDS #GE2020 #GE20 #GENERALELECTION2020,,#NAME?,#GE2020 #GE20 #GENERALELECTION2020,1226562649187630000.00,https://twitter.com/Hanelizaa/status/1226562649187639303
09-02-2020 17.44,1962Wren,,0,0,1,Sadly this is not really a joke #GE2020 #GE20 ,,,#GE2020 #GE20,1226562627561820000.00,https://twitter.com/1962Wren/status/1226562627561828353
09-02-2020 17.44,Goonerbar,,0,0,0,@sinnfeinireland right now.. #GE20 #GE2020 @CorkSinnFein,,#NAME?,#GE20 #GE2020,1226562625867320000.00,https://twitter.com/Goonerbar/status/1226562625867321345
09-02-2020 17.42,DollyWh72057454,,1,1,0,Leo & Micheal neck and neck being chased by brass neck Mary Lou anxious to nail down Ministerial cars and get soft touch Simon as major partner in the Big Push North. #GE2020 #GE20 #Election2020 @fiachkelly @PatLeahyIT @alisonoconn,,#NAME?,#GE2020 #GE20 #Election2020,1226561965721550000.00,https://twitter.com/DollyWh72057454/status/1226561965721554946
09-02-2020 17.41,DarnMcCulla,,0,0,0,@MichaelRingFG any chance of a line to your dealer Mick? That's some good quality stuff you're on! #GE20 #GE2020 #rtege2020 #rte,,#NAME?,#GE20 #GE2020 #rtege2020 #rte,1226561855444990000.00,https://twitter.com/DarnMcCulla/status/1226561855444996096
09-02-2020 17.40,SouthernStarIRL,,0,0,2,"Cork North West 2nd count: Creed (FG) 8,376, Finn (GP) 3,694, Kealy (Aon) 4,354, McCarthy (SD) 4,241, Moynihan A (FF) 9,700 , Moynihan M (FF) 8,698, O'Shea (FG) 7,120. Finn eliminated. No quota reached yet. #GE2020 #GE20 #SSGE20 #CorkNorthWest",,,#GE2020 #GE20 #SSGE20 #CorkNorthWest,1226561401742930000.00,https://twitter.com/SouthernStarIRL/status/1226561401742938113
09-02-2020 17.32,Diarmuid_9,,2,1,8,"My word! Pat Kenny to #EoghanMurphy: “the ball didn’t quite drop your way with the Eritrean man at the start of the campaign.” “The Eritrean man” received life changing injuries, such callousness #GE20 #GE2020",,,#EoghanMurphy #GE20 #GE2020,1226559542311440000.00,https://twitter.com/Diarmuid_9/status/1226559542311444480
09-02-2020 17.31,Shad0wMP3,,0,0,1,@LeoVaradkar If only you had stanned Loona #GeneralElection2020 #GE2020 #GE20 #Election2020 #TransferLeft,,#NAME?,#GeneralElection2020 #GE2020 #GE20 #Election2020 #TransferLeft,1226559368260470000.00,https://twitter.com/Shad0wMP3/status/1226559368260472835
09-02-2020 17.31,Ocionnaith,,0,1,21,"Greens leader @EamonRyan when asked by @rtenews if SF's @MaryLouMcDonald has been in touch: ""Yes, she called me. I missed the call, then I called her back."" Let the control of the narrative mind games begin! #GE2020 #GE20 @rtenews @rtepolitics",,#NAME?,#GE2020 #GE20,1226559272777130000.00,https://twitter.com/Ocionnaith/status/1226559272777134081
09-02-2020 17.24,blowincat,,1,0,2,The #cwkk #GE2020 #ge20 1st count is imminent!,,,#cwkk #GE2020 #ge20,1226557537610270000.00,https://twitter.com/blowincat/status/1226557537610272768
09-02-2020 17.22,AndreasAndy3131,,0,1,1,Wir führen 4:1! 😍🥰😍🥰😍 #GE2020 #ge20 #Ireland ⁦#sinnfeinireland⁩,,,#GE2020 #ge20 #Ireland #sinnfeinireland,1226556916177960000.00,https://twitter.com/AndreasAndy3131/status/1226556916177960960
09-02-2020 17.19,PanelPowerIrl,,0,0,0,📵Moan '(Fake News) I was kidnapped' Burton looks likes she's getting her cherry popped tonight lol Great birthday present!!!🎁 #Labour #Screwed #GE20🇮🇪 #GE2020,,,#Labour #Screwed #GE20 #GE2020,1226556298642190000.00,https://twitter.com/PanelPowerIrl/status/1226556298642194433
09-02-2020 17.19,RTEgalwayEAST,,1,0,5,#GalwayEast 4th count Louis o hara (SF) received 355 transferable votes after eoin madden (G) eliminated. @rte #GE2020 #GE20 #gye,,#NAME?,#GalwayEast #GE2020 #GE20 #gye,1226556128470930000.00,https://twitter.com/RTEgalwayEAST/status/1226556128470933514
09-02-2020 17.18,Diarmuid_9,,1,0,3,"Pat Kenny trying to make a big story out of the “come out you Black and Tans” rendition; “people may say ‘this is what I say voted for’, but it is.” That said, it was a stupid move #SinnFéin #GE20 #GE2020",,,#SinnF #GE20 #GE2020,1226555942608740000.00,https://twitter.com/Diarmuid_9/status/1226555942608744451
09-02-2020 17.17,SouthernStarIRL,,0,1,4,"Supporters of Aindrias Moynihan: Mick Long, Gobnait Moynihan and Michael Garvey celerbate Aindrias topping the poll here at Cork Norh West in Mallow #GE2020 #GE20 #SSGE2020 #CorkNorthWest #corknw #westcork",,,#GE2020 #GE20 #SSGE2020 #CorkNorthWest #corknw #westcork,1226555687804770000.00,https://twitter.com/SouthernStarIRL/status/1226555687804772352
09-02-2020 17.15,lambechoppe,,0,0,0,"Absolute bullshit @PatKennyNT should @MichealMartinTD @fiannafailparty share power w/#TheFascistParty @sinnfeinireland a promise was given to the electorate and that promise, if broken, will never be forgiven... #GE20 #GE20202 #GE2020",,#NAME?,#TheFascistParty #GE20 #GE20202 #GE2020,1226555301001820000.00,https://twitter.com/lambechoppe/status/1226555301001822208
09-02-2020 17.13,soundmigration,,4,9,65,Soon to be Former Taoiseach @LeoVaradkar doesn't get elected on the first count as Sinn Fėin’s @PaulDonnellySF tops the poll That's gotta hurt. #GE20 #GE2020,,#NAME?,#GE20 #GE2020,1226554791008090000.00,https://twitter.com/soundmigration/status/1226554791008096256
09-02-2020 17.13,theelusivegoose,,1,0,1,Who that O'Leary in Dublin Bay South? 11 votes! Morto for him. #GE2020 #GE20 #GeneralElection2020,,,#GE2020 #GE20 #GeneralElection2020,1226554738881310000.00,https://twitter.com/theelusivegoose/status/1226554738881318912
09-02-2020 17.09,BrianFlanagan1,,0,0,0,".@sinnfeinireland candidates have beaten @LeoVaradkar and @MichealMartinTD, leaders of @FineGael and @fiannafailparty, in their constituencies. A unique moral victory for #SF which raises questions about who might lead any coalition. #GE2020 #GE20 #Election2020",,#NAME?,#SF #GE2020 #GE20 #Election2020,1226553836082460000.00,https://twitter.com/BrianFlanagan1/status/1226553836082466817
