date,username,to,replies,retweets,text,mentions,hashtags,permalink
17-02-2020 13.31,whittledaway,SeanCoughlan_,2,0, We could argue that. Bottom line is that we have legally binding targets to reduce emissions that can only tighten. Are we to change those targets to accommodate one sector? ,,,https://twitter.com/whittledaway/status/1229398019449278472
17-02-2020 13.27,darrwynne,SeanCoughlan_,1,0," I would have to disagree with you there. We need to give as much ""under utilised"" land as we can back to nature to tackle biodiversity, flood management etc. Also, would you think that maybe us exporting beef en masse is leading to similar supply chain issues in other countries? ",,,https://twitter.com/darrwynne/status/1229397044667854848
17-02-2020 13.26,Damo810,SeanCoughlan_,1,0," Impossible to see how it isn’t relevant, if you cut Irish numbers in half someone else will pick up the slack in a less efficient way than an Irish producer. #Nimbyism? ",,#Nimbyism,https://twitter.com/Damo810/status/1229396635375013888
17-02-2020 13.23,SeanCoughlan_,darrwynne,1,0," There's plenty under utilised land in Ireland to fulfil our needs many times over, a cheap food policy which has allowed imbalances in our supply chain has led to the situation you mention. ",,,https://twitter.com/SeanCoughlan_/status/1229395940169125888
17-02-2020 13.17,SeanCoughlan_,whittledaway,2,0," Surely it is, shouldn't food be produced by the most efficient producers, both economically, environmentally and socially? ",,,https://twitter.com/SeanCoughlan_/status/1229394541150642176
17-02-2020 13.01,darrwynne,SeanCoughlan_,1,0, I'd love to get your view on this from a #foodsecurity perspective. We export most of our beef and dairy and then import most of the food we actually eat ourselves. What are your thought on CAP reform to pay farmers to produce a wider variety of food for Irish consumption? ,,#foodsecurity,https://twitter.com/darrwynne/status/1229390505190023169
17-02-2020 12.38,gloverstweets,gloverstweets,0,0," Arguably Dept benefits from reviewing state fibre wholesale prices downwards, as the NBP subsidy is lower. So doesn't seem to make sense to sit on the review in Comreg for so long ",,,https://twitter.com/gloverstweets/status/1229384614055206913
17-02-2020 12.35,gloverstweets,johnorthside,1,0, After. Eir withdrew officially from NBP in Feb 2018. ,,,https://twitter.com/gloverstweets/status/1229383932589858820
17-02-2020 12.29,johnorthside,gloverstweets,1,0, Was this before or after Eir pulled out from the tender? ,,,https://twitter.com/johnorthside/status/1229382240435679232
17-02-2020 12.25,whittledaway,SeanCoughlan_,1,0, The problem is efficiency is not relevant ,,,https://twitter.com/whittledaway/status/1229381280749563904
17-02-2020 11.57,conorcoleary,SadhbhO,0,0, Take a few minutes to look up our A+B-C payment system which pays premium for quality and penalises for quantity. ,,,https://twitter.com/conorcoleary/status/1229374313347850241
17-02-2020 11.45,gloverstweets,Dept_CCAE,1,1, It’s a year since @RichardbrutonTD asked @Comreg to review state fibre concession. Comreg passed review to @PwCIreland PWC completed the review in Sept... silence ever since. why ? 🤷‍♂️ , @RichardbrutonTD  @comreg  @PwCIreland,,https://twitter.com/gloverstweets/status/1229371399590043648
17-02-2020 11.43,KriegerJonah,Dept_CCAE,0,0, 2021 is next year @RichardbrutonTD you better get moving , @RichardbrutonTD,,https://twitter.com/KriegerJonah/status/1229370730955124737
17-02-2020 11.17,SeanCoughlan_,clonfarmer,0,0, @devinish are doing interesting work on that front , @Devinish,,https://twitter.com/SeanCoughlan_/status/1229364304685752320
17-02-2020 11.04,clonfarmer,SeanCoughlan_,1,0, I wish they'd hurry up!!!!! In the meantime it's farmer bashing/shaming. ,,,https://twitter.com/clonfarmer/status/1229361038220562432
17-02-2020 11.02,SeanCoughlan_,clonfarmer,1,0," Until there's a universally accepted method of measuring carbon sequestration it's going to be difficult to verify, theoretically speaking could a very efficient grassland farmer growing 16t/dm/ha be more effective at carbon sequestration than a typical 4.5t/dm/ha (national avg) ",,,https://twitter.com/SeanCoughlan_/status/1229360467266752517
17-02-2020 10.54,clonfarmer,HaroldKingston1,1,0," in another rew years, what more improvements can be made? Sequestration by grass, hedges, etc not currently credited to farmers in a meaniful way. What other sector has a MACC type plan???? ",,,https://twitter.com/clonfarmer/status/1229358385570689024
17-02-2020 10.51,clonfarmer,HaroldKingston1,0,0," However, as farmers we have a lot to do. There is no vision for farming regarding climate change. What if we had a vision to make dairying/beef carbon neutral or better? In a couple of years, trials worldwide seem to be able to reduce emmissions by 30%ish ",,,https://twitter.com/clonfarmer/status/1229357802289844225
17-02-2020 10.29,clonfarmer,HaroldKingston1,0,0," Blaming cows is very handy but, take the cows out & you're no nearer to solving the issue. The true problem is fossil fuels. Cars, houses, industry,transport. After all, the 1st cars ran on hydrogen. #ClimateAction #blamethecows ",,#ClimateAction #blamethecows,https://twitter.com/clonfarmer/status/1229352227728437248
17-02-2020 10.10,dunnesstores,ConsultKenLynch,0,0," Hi Ken, thanks for your Tweet. Can you please dm us so that we can discuss further? Kind regards, Customer Service ",,,https://twitter.com/dunnesstores/status/1229347343138508806
17-02-2020 9.47,HaroldKingston1,davidkerr67,3,0, Easier to blame farmers who public can see than fuel we import in tanks ,,,https://twitter.com/HaroldKingston1/status/1229341593473343489
17-02-2020 9.34,davidkerr67,SeanCoughlan_,1,0, Well said. ,,,https://twitter.com/davidkerr67/status/1229338384277155842
17-02-2020 9.33,SeanCoughlan_,SeanCoughlan_,3,1, 6/ more people than 100 years ago ,,,https://twitter.com/SeanCoughlan_/status/1229338148011986944
17-02-2020 9.32,SeanCoughlan_,SeanCoughlan_,1,1, 5Are the main culprits. Maybe the focus for addressing climate change should be on an industry that extracts and sells carbon that was sequestered billions of years ago rather than a small group of entrepreneurs who operate highly efficient businesses that is feeding 6 times more ,,,https://twitter.com/SeanCoughlan_/status/1229337920399708161
17-02-2020 9.27,SeanCoughlan_,SeanCoughlan_,1,1, Strict regulations which fail to take climatic conditions into account. The latest investigations by the river catchments study which samples water quality at intervals along water courses to identify the sources of pollution is finding that housing and forestry not dairy farming ,,,https://twitter.com/SeanCoughlan_/status/1229336557427011584
